Sale_ID,Customer_ID,Promotion_ID,Total,Payment,Date_ID,Product_line_ID,Quantity,Unit_Price
460-35-4390,CUST541,0,96.642,Ewallet,596,4,3,30.68
460-35-4390,CUST541,0,96.642,Ewallet,947,4,3,30.68
747-58-7183,CUST551,5,180.4005,Ewallet,438,4,3,57.27
747-58-7183,CUST551,5,180.4005,Ewallet,104,4,3,57.27
747-58-7183,CUST551,5,180.4005,Ewallet,262,4,3,57.27
747-58-7183,CUST551,5,180.4005,Ewallet,396,4,3,57.27
747-58-7183,CUST551,5,180.4005,Ewallet,676,4,3,57.27
747-58-7183,CUST551,5,180.4005,Ewallet,429,4,3,57.27
747-58-7183,CUST551,5,180.4005,Ewallet,623,4,3,57.27
747-58-7183,CUST551,5,180.4005,Ewallet,334,4,3,57.27
747-58-7183,CUST551,5,180.4005,Ewallet,185,4,3,57.27
747-58-7183,CUST551,5,180.4005,Ewallet,764,4,3,57.27
356-44-8813,CUST556,0,118.062,Credit card,585,4,3,37.48
356-44-8813,CUST556,0,118.062,Credit card,227,4,3,37.48
218-59-9410,CUST560,3,228.123,Ewallet,447,4,3,72.42
218-59-9410,CUST560,3,228.123,Ewallet,606,4,3,72.42
218-59-9410,CUST560,3,228.123,Ewallet,540,4,3,72.42
218-59-9410,CUST560,3,228.123,Ewallet,100,4,3,72.42
218-59-9410,CUST560,3,228.123,Ewallet,299,4,3,72.42
390-31-6381,CUST581,0,85.743,Cash,539,4,3,27.22
375-72-3056,CUST585,1,198.639,Ewallet,821,4,3,63.06
375-72-3056,CUST585,1,198.639,Ewallet,387,4,3,63.06
278-86-2735,CUST587,3,164.871,Cash,752,4,3,52.34
278-86-2735,CUST587,3,164.871,Cash,103,4,3,52.34
278-86-2735,CUST587,3,164.871,Cash,224,4,3,52.34
278-86-2735,CUST587,3,164.871,Cash,247,4,3,52.34
880-35-0356,CUST594,1,236.88,Ewallet,15,4,3,75.2
880-35-0356,CUST594,1,236.88,Ewallet,620,4,3,75.2
880-35-0356,CUST594,1,236.88,Ewallet,983,4,3,75.2
880-35-0356,CUST594,1,236.88,Ewallet,294,4,3,75.2
880-35-0356,CUST594,1,236.88,Ewallet,607,4,3,75.2
585-11-6748,CUST595,0,304.92,Cash,754,4,3,96.8
585-11-6748,CUST595,0,304.92,Cash,114,4,3,96.8
585-11-6748,CUST595,0,304.92,Cash,264,4,3,96.8
470-31-3286,CUST596,0,46.683,Credit card,646,4,3,14.82
470-31-3286,CUST596,0,46.683,Credit card,406,4,3,14.82
470-31-3286,CUST596,0,46.683,Credit card,964,4,3,14.82
152-68-2907,CUST597,0,164.43,Credit card,186,4,3,52.2
789-23-8625,CUST613,0,293.643,Cash,506,4,3,93.22
789-23-8625,CUST613,0,293.643,Cash,199,4,3,93.22
789-23-8625,CUST613,0,293.643,Cash,627,4,3,93.22
789-23-8625,CUST613,0,293.643,Cash,260,4,3,93.22
420-97-3340,CUST621,3,225.792,Credit card,129,4,3,71.68
420-97-3340,CUST621,3,225.792,Credit card,805,4,3,71.68
856-66-2701,CUST629,0,167.895,Ewallet,968,4,3,53.3
856-66-2701,CUST629,0,167.895,Ewallet,710,4,3,53.3
856-66-2701,CUST629,0,167.895,Ewallet,469,4,3,53.3
856-66-2701,CUST629,0,167.895,Ewallet,444,4,3,53.3
655-07-2265,CUST632,0,246.6765,Ewallet,694,4,3,78.31
655-07-2265,CUST632,0,246.6765,Ewallet,866,4,3,78.31
655-07-2265,CUST632,0,246.6765,Ewallet,272,4,3,78.31
420-04-7590,CUST634,0,314.055,Ewallet,688,4,3,99.7
420-04-7590,CUST634,0,314.055,Ewallet,70,4,3,99.7
420-04-7590,CUST634,0,314.055,Ewallet,804,4,3,99.7
182-88-2763,CUST635,3,251.7165,Credit card,899,4,3,79.91
182-88-2763,CUST635,3,251.7165,Credit card,466,4,3,79.91
182-88-2763,CUST635,3,251.7165,Credit card,850,4,3,79.91
182-88-2763,CUST635,3,251.7165,Credit card,726,4,3,79.91
182-88-2763,CUST635,3,251.7165,Credit card,160,4,3,79.91
665-63-9737,CUST640,2,165.123,Ewallet,18,4,3,52.42
665-63-9737,CUST640,2,165.123,Ewallet,51,4,3,52.42
665-63-9737,CUST640,2,165.123,Ewallet,479,4,3,52.42
665-63-9737,CUST640,2,165.123,Ewallet,587,4,3,52.42
665-63-9737,CUST640,2,165.123,Ewallet,956,4,3,52.42
665-63-9737,CUST640,2,165.123,Ewallet,901,4,3,52.42
665-63-9737,CUST640,2,165.123,Ewallet,306,4,3,52.42
695-09-5146,CUST641,5,311.1885,Ewallet,580,4,3,98.79
695-09-5146,CUST641,5,311.1885,Ewallet,616,4,3,98.79
695-09-5146,CUST641,5,311.1885,Ewallet,242,4,3,98.79
695-09-5146,CUST641,5,311.1885,Ewallet,471,4,3,98.79
695-09-5146,CUST641,5,311.1885,Ewallet,315,4,3,98.79
169-52-4504,CUST656,0,49.4235,Credit card,442,4,3,15.69
169-52-4504,CUST656,0,49.4235,Credit card,723,4,3,15.69
169-52-4504,CUST656,0,49.4235,Credit card,106,4,3,15.69
169-52-4504,CUST656,0,49.4235,Credit card,131,4,3,15.69
562-12-5430,CUST658,4,277.6725,Ewallet,738,4,3,88.15
562-12-5430,CUST658,4,277.6725,Ewallet,32,4,3,88.15
562-12-5430,CUST658,4,277.6725,Ewallet,411,4,3,88.15
562-12-5430,CUST658,4,277.6725,Ewallet,66,4,3,88.15
322-02-2271,CUST661,0,135.3555,Cash,702,4,3,42.97
322-02-2271,CUST661,0,135.3555,Cash,761,4,3,42.97
322-02-2271,CUST661,0,135.3555,Cash,168,4,3,42.97
322-02-2271,CUST661,0,135.3555,Cash,345,4,3,42.97
322-02-2271,CUST661,0,135.3555,Cash,875,4,3,42.97
779-42-2410,CUST667,0,181.881,Ewallet,161,4,3,57.74
779-42-2410,CUST667,0,181.881,Ewallet,490,4,3,57.74
779-42-2410,CUST667,0,181.881,Ewallet,696,4,3,57.74
779-42-2410,CUST667,0,181.881,Ewallet,933,4,3,57.74
576-31-4774,CUST673,1,231.2415,Ewallet,647,4,3,73.41
576-31-4774,CUST673,1,231.2415,Ewallet,747,4,3,73.41
576-31-4774,CUST673,1,231.2415,Ewallet,245,4,3,73.41
576-31-4774,CUST673,1,231.2415,Ewallet,449,4,3,73.41
576-31-4774,CUST673,1,231.2415,Ewallet,525,4,3,73.41
576-31-4774,CUST673,1,231.2415,Ewallet,135,4,3,73.41
305-03-2383,CUST690,3,211.365,Cash,682,5,3,67.1
305-03-2383,CUST690,3,211.365,Cash,422,5,3,67.1
305-03-2383,CUST690,3,211.365,Cash,296,5,3,67.1
305-03-2383,CUST690,3,211.365,Cash,362,5,3,67.1
305-03-2383,CUST690,3,211.365,Cash,225,5,3,67.1
176-64-7711,CUST702,0,101.808,Credit card,462,5,3,32.32
445-30-9252,CUST710,0,80.955,Ewallet,211,5,3,25.7
445-30-9252,CUST710,0,80.955,Ewallet,904,5,3,25.7
482-17-1179,CUST718,0,37.611,Credit card,963,5,3,11.94
482-17-1179,CUST718,0,37.611,Credit card,584,5,3,11.94
482-17-1179,CUST718,0,37.611,Credit card,566,5,3,11.94
482-17-1179,CUST718,0,37.611,Credit card,537,5,3,11.94
482-17-1179,CUST718,0,37.611,Credit card,583,5,3,11.94
788-21-5741,CUST719,2,142.947,Credit card,605,5,3,45.38
788-21-5741,CUST719,2,142.947,Credit card,351,5,3,45.38
788-21-5741,CUST719,2,142.947,Credit card,996,5,3,45.38
776-68-1096,CUST723,0,138.978,Credit card,179,5,3,44.12
442-44-6497,CUST727,0,175.0455,Credit card,307,5,3,55.57
442-44-6497,CUST727,0,175.0455,Credit card,655,5,3,55.57
635-28-5728,CUST732,0,176.4,Ewallet,578,5,3,56.0
635-28-5728,CUST732,0,176.4,Ewallet,55,5,3,56.0
635-28-5728,CUST732,0,176.4,Ewallet,922,5,3,56.0
288-38-3758,CUST755,2,267.3405,Ewallet,976,5,3,84.87
288-38-3758,CUST755,2,267.3405,Ewallet,765,5,3,84.87
288-38-3758,CUST755,2,267.3405,Ewallet,342,5,3,84.87
288-38-3758,CUST755,2,267.3405,Ewallet,343,5,3,84.87
801-88-0346,CUST767,2,239.589,Credit card,77,5,3,76.06
801-88-0346,CUST767,2,239.589,Credit card,635,5,3,76.06
801-88-0346,CUST767,2,239.589,Credit card,377,5,3,76.06
801-88-0346,CUST767,2,239.589,Credit card,995,5,3,76.06
801-88-0346,CUST767,2,239.589,Credit card,181,5,3,76.06
704-10-4056,CUST789,0,190.4805,Credit card,2,5,3,60.47
704-10-4056,CUST789,0,190.4805,Credit card,297,5,3,60.47
704-10-4056,CUST789,0,190.4805,Credit card,673,5,3,60.47
704-10-4056,CUST789,0,190.4805,Credit card,884,5,3,60.47
704-10-4056,CUST789,0,190.4805,Credit card,97,5,3,60.47
704-10-4056,CUST789,0,190.4805,Credit card,311,5,3,60.47
704-10-4056,CUST789,0,190.4805,Credit card,954,5,3,60.47
276-75-6884,CUST824,0,216.4365,Cash,122,5,3,68.71
276-75-6884,CUST824,0,216.4365,Cash,492,5,3,68.71
276-75-6884,CUST824,0,216.4365,Cash,619,5,3,68.71
760-53-9233,CUST828,1,130.032,Credit card,917,5,3,41.28
760-53-9233,CUST828,1,130.032,Credit card,99,5,3,41.28
760-53-9233,CUST828,1,130.032,Credit card,491,5,3,41.28
760-53-9233,CUST828,1,130.032,Credit card,28,5,3,41.28
760-53-9233,CUST828,1,130.032,Credit card,145,5,3,41.28
497-36-0989,CUST841,0,163.611,Cash,288,6,3,51.94
497-36-0989,CUST841,0,163.611,Cash,826,6,3,51.94
497-36-0989,CUST841,0,163.611,Cash,252,6,3,51.94
804-38-3935,CUST846,0,295.407,Credit card,312,6,3,93.78
804-38-3935,CUST846,0,295.407,Credit card,395,6,3,93.78
804-38-3935,CUST846,0,295.407,Credit card,508,6,3,93.78
804-38-3935,CUST846,0,295.407,Credit card,692,6,3,93.78
804-38-3935,CUST846,0,295.407,Credit card,202,6,3,93.78
804-38-3935,CUST846,0,295.407,Credit card,790,6,3,93.78
804-38-3935,CUST846,0,295.407,Credit card,331,6,3,93.78
124-31-1458,CUST865,0,250.7085,Cash,533,6,3,79.59
124-31-1458,CUST865,0,250.7085,Cash,142,6,3,79.59
124-31-1458,CUST865,0,250.7085,Cash,860,6,3,79.59
176-78-1170,CUST866,1,106.5015,Ewallet,381,6,3,33.81
176-78-1170,CUST866,1,106.5015,Ewallet,177,6,3,33.81
176-78-1170,CUST866,1,106.5015,Ewallet,276,6,3,33.81
176-78-1170,CUST866,1,106.5015,Ewallet,209,6,3,33.81
631-34-1880,CUST869,0,76.5765,Credit card,951,6,3,24.31
313-66-9943,CUST911,0,91.8225,Credit card,444,6,3,29.15
313-66-9943,CUST911,0,91.8225,Credit card,710,6,3,29.15
313-66-9943,CUST911,0,91.8225,Credit card,968,6,3,29.15
313-66-9943,CUST911,0,91.8225,Credit card,469,6,3,29.15
459-45-2396,CUST915,1,313.74,Cash,154,6,3,99.6
459-45-2396,CUST915,1,313.74,Cash,910,6,3,99.6
459-45-2396,CUST915,1,313.74,Cash,786,6,3,99.6
777-67-2495,CUST919,0,217.2555,Ewallet,795,6,3,68.97
777-67-2495,CUST919,0,217.2555,Ewallet,741,6,3,68.97
777-67-2495,CUST919,0,217.2555,Ewallet,298,6,3,68.97
777-67-2495,CUST919,0,217.2555,Ewallet,914,6,3,68.97
636-98-3364,CUST920,0,82.719,Ewallet,734,6,3,26.26
636-98-3364,CUST920,0,82.719,Ewallet,56,6,3,26.26
636-98-3364,CUST920,0,82.719,Ewallet,871,6,3,26.26
235-06-8510,CUST936,0,270.018,Ewallet,938,6,3,85.72
235-06-8510,CUST936,0,270.018,Ewallet,31,6,3,85.72
235-06-8510,CUST936,0,270.018,Ewallet,882,6,3,85.72
235-06-8510,CUST936,0,270.018,Ewallet,293,6,3,85.72
131-70-8179,CUST939,0,290.0835,Cash,274,6,3,92.09
503-21-4385,CUST951,0,125.7165,Ewallet,762,6,3,39.91
503-21-4385,CUST951,0,125.7165,Ewallet,997,6,3,39.91
503-21-4385,CUST951,0,125.7165,Ewallet,363,6,3,39.91
503-21-4385,CUST951,0,125.7165,Ewallet,183,6,3,39.91
305-89-2768,CUST952,0,68.985,Ewallet,925,6,3,21.9
364-34-2972,CUST964,0,304.983,Cash,854,6,3,96.82
364-34-2972,CUST964,0,304.983,Cash,548,6,3,96.82
364-34-2972,CUST964,0,304.983,Cash,170,6,3,96.82
364-34-2972,CUST964,0,304.983,Cash,257,6,3,96.82
364-34-2972,CUST964,0,304.983,Cash,212,6,3,96.82
195-06-0432,CUST968,0,255.1815,Credit card,423,6,3,81.01
195-06-0432,CUST968,0,255.1815,Credit card,213,6,3,81.01
195-06-0432,CUST968,0,255.1815,Credit card,403,6,3,81.01
605-03-2706,CUST969,0,49.77,Cash,526,6,3,15.8
531-56-4728,CUST974,5,252.252,Cash,438,6,3,80.08
531-56-4728,CUST974,5,252.252,Cash,396,6,3,80.08
531-56-4728,CUST974,5,252.252,Cash,764,6,3,80.08
531-56-4728,CUST974,5,252.252,Cash,334,6,3,80.08
531-56-4728,CUST974,5,252.252,Cash,623,6,3,80.08
531-56-4728,CUST974,5,252.252,Cash,262,6,3,80.08
531-56-4728,CUST974,5,252.252,Cash,429,6,3,80.08
531-56-4728,CUST974,5,252.252,Cash,676,6,3,80.08
531-56-4728,CUST974,5,252.252,Cash,185,6,3,80.08
531-56-4728,CUST974,5,252.252,Cash,104,6,3,80.08
351-62-0822,CUST011,2,60.816,Ewallet,958,1,4,14.48
351-62-0822,CUST011,2,60.816,Ewallet,877,1,4,14.48
351-62-0822,CUST011,2,60.816,Ewallet,791,1,4,14.48
351-62-0822,CUST011,2,60.816,Ewallet,648,1,4,14.48
351-62-0822,CUST011,2,60.816,Ewallet,68,1,4,14.48
529-56-3974,CUST012,1,107.142,Cash,544,1,4,25.51
529-56-3974,CUST012,1,107.142,Cash,149,1,4,25.51
529-56-3974,CUST012,1,107.142,Cash,330,1,4,25.51
529-56-3974,CUST012,1,107.142,Cash,69,1,4,25.51
529-56-3974,CUST012,1,107.142,Cash,105,1,4,25.51
183-56-6882,CUST035,0,417.564,Ewallet,612,1,4,99.42
132-32-9879,CUST046,0,394.632,Cash,582,1,4,93.96
132-32-9879,CUST046,0,394.632,Cash,788,1,4,93.96
132-32-9879,CUST046,0,394.632,Cash,679,1,4,93.96
132-32-9879,CUST046,0,394.632,Cash,119,1,4,93.96
616-24-2851,CUST053,0,75.054,Ewallet,223,1,4,17.87
616-24-2851,CUST053,0,75.054,Ewallet,94,1,4,17.87
616-24-2851,CUST053,0,75.054,Ewallet,371,1,4,17.87
853-23-2453,CUST065,1,318.108,Cash,82,1,4,75.74
853-23-2453,CUST065,1,318.108,Cash,17,1,4,75.74
787-56-0757,CUST084,0,337.512,Credit card,621,1,4,80.36
787-56-0757,CUST084,0,337.512,Credit card,527,1,4,80.36
787-56-0757,CUST084,0,337.512,Credit card,733,1,4,80.36
787-56-0757,CUST084,0,337.512,Credit card,85,1,4,80.36
787-56-0757,CUST084,0,337.512,Credit card,244,1,4,80.36
565-80-5980,CUST091,0,198.996,Cash,233,1,4,47.38
565-80-5980,CUST091,0,198.996,Cash,712,1,4,47.38
695-51-0018,CUST133,0,146.328,Cash,255,1,4,34.84
695-51-0018,CUST133,0,146.328,Cash,502,1,4,34.84
695-51-0018,CUST133,0,146.328,Cash,831,1,4,34.84
695-51-0018,CUST133,0,146.328,Cash,14,1,4,34.84
695-51-0018,CUST133,0,146.328,Cash,208,1,4,34.84
568-90-5112,CUST148,0,277.788,Credit card,671,1,4,66.14
608-96-3517,CUST151,0,384.468,Credit card,561,1,4,91.54
608-96-3517,CUST151,0,384.468,Credit card,98,1,4,91.54
608-96-3517,CUST151,0,384.468,Credit card,622,1,4,91.54
608-96-3517,CUST151,0,384.468,Credit card,883,1,4,91.54
732-04-5373,CUST188,2,195.174,Cash,763,2,4,46.47
593-65-1552,CUST190,3,293.202,Credit card,745,2,4,69.81
593-65-1552,CUST190,3,293.202,Credit card,333,2,4,69.81
593-65-1552,CUST190,3,293.202,Credit card,11,2,4,69.81
593-65-1552,CUST190,3,293.202,Credit card,708,2,4,69.81
641-43-2399,CUST194,0,107.31,Ewallet,44,2,4,25.55
641-43-2399,CUST194,0,107.31,Ewallet,267,2,4,25.55
641-43-2399,CUST194,0,107.31,Ewallet,574,2,4,25.55
699-01-4164,CUST199,1,174.3,Credit card,17,2,4,41.5
699-01-4164,CUST199,1,174.3,Credit card,82,2,4,41.5
542-41-0513,CUST202,0,241.458,Cash,75,2,4,57.49
542-41-0513,CUST202,0,241.458,Cash,455,2,4,57.49
583-72-1480,CUST228,0,155.652,Ewallet,197,2,4,37.06
583-72-1480,CUST228,0,155.652,Ewallet,693,2,4,37.06
583-72-1480,CUST228,0,155.652,Ewallet,546,2,4,37.06
269-04-5750,CUST234,1,310.044,Cash,724,2,4,73.82
217-58-1179,CUST244,0,263.13,Cash,133,2,4,62.65
217-58-1179,CUST244,0,263.13,Cash,150,2,4,62.65
217-58-1179,CUST244,0,263.13,Cash,472,2,4,62.65
217-58-1179,CUST244,0,263.13,Cash,988,2,4,62.65
799-71-1548,CUST249,2,326.424,Credit card,697,2,4,77.72
799-71-1548,CUST249,2,326.424,Credit card,560,2,4,77.72
799-71-1548,CUST249,2,326.424,Credit card,618,2,4,77.72
799-71-1548,CUST249,2,326.424,Credit card,890,2,4,77.72
290-68-2984,CUST254,0,99.75,Cash,881,2,4,23.75
290-68-2984,CUST254,0,99.75,Cash,529,2,4,23.75
290-68-2984,CUST254,0,99.75,Cash,947,2,4,23.75
290-68-2984,CUST254,0,99.75,Cash,596,2,4,23.75
290-68-2984,CUST254,0,99.75,Cash,760,2,4,23.75
110-48-7033,CUST256,0,137.004,Cash,837,2,4,32.62
110-48-7033,CUST256,0,137.004,Cash,101,2,4,32.62
151-16-1484,CUST259,3,135.45,Ewallet,745,2,4,32.25
151-16-1484,CUST259,3,135.45,Ewallet,11,2,4,32.25
151-16-1484,CUST259,3,135.45,Ewallet,708,2,4,32.25
151-16-1484,CUST259,3,135.45,Ewallet,333,2,4,32.25
380-94-4661,CUST260,0,276.948,Credit card,211,2,4,65.94
380-94-4661,CUST260,0,276.948,Credit card,904,2,4,65.94
821-07-3596,CUST262,2,69.09,Ewallet,485,2,4,16.45
821-07-3596,CUST262,2,69.09,Ewallet,613,2,4,16.45
821-07-3596,CUST262,2,69.09,Ewallet,885,2,4,16.45
655-85-5130,CUST263,0,160.86,Cash,848,2,4,38.3
655-85-5130,CUST263,0,160.86,Cash,412,2,4,38.3
655-85-5130,CUST263,0,160.86,Cash,198,2,4,38.3
655-85-5130,CUST263,0,160.86,Cash,174,2,4,38.3
655-85-5130,CUST263,0,160.86,Cash,404,2,4,38.3
808-65-0703,CUST267,0,148.974,Credit card,316,2,4,35.47
808-65-0703,CUST267,0,148.974,Credit card,663,2,4,35.47
144-51-6085,CUST269,0,297.108,Credit card,229,2,4,70.74
144-51-6085,CUST269,0,297.108,Credit card,784,2,4,70.74
144-51-6085,CUST269,0,297.108,Credit card,879,2,4,70.74
144-51-6085,CUST269,0,297.108,Credit card,305,2,4,70.74
144-51-6085,CUST269,0,297.108,Credit card,88,2,4,70.74
144-51-6085,CUST269,0,297.108,Credit card,113,2,4,70.74
376-56-3573,CUST278,0,400.764,Ewallet,670,2,4,95.42
376-56-3573,CUST278,0,400.764,Ewallet,388,2,4,95.42
376-56-3573,CUST278,0,400.764,Ewallet,636,2,4,95.42
376-56-3573,CUST278,0,400.764,Ewallet,787,2,4,95.42
376-56-3573,CUST278,0,400.764,Ewallet,957,2,4,95.42
565-17-3836,CUST285,2,200.214,Cash,572,2,4,47.67
565-17-3836,CUST285,2,200.214,Cash,780,2,4,47.67
727-75-6477,CUST297,0,121.128,Cash,139,2,4,28.84
727-75-6477,CUST297,0,121.128,Cash,868,2,4,28.84
307-83-9164,CUST299,0,252.042,Cash,248,2,4,60.01
307-83-9164,CUST299,0,252.042,Cash,81,2,4,60.01
439-54-7422,CUST304,0,214.998,Credit card,252,2,4,51.19
439-54-7422,CUST304,0,214.998,Credit card,288,2,4,51.19
439-54-7422,CUST304,0,214.998,Credit card,826,2,4,51.19
787-15-1757,CUST320,0,185.094,Ewallet,918,2,4,44.07
787-15-1757,CUST320,0,185.094,Ewallet,206,2,4,44.07
276-54-0879,CUST326,2,410.508,Ewallet,956,2,4,97.74
276-54-0879,CUST326,2,410.508,Ewallet,18,2,4,97.74
276-54-0879,CUST326,2,410.508,Ewallet,479,2,4,97.74
276-54-0879,CUST326,2,410.508,Ewallet,901,2,4,97.74
276-54-0879,CUST326,2,410.508,Ewallet,587,2,4,97.74
276-54-0879,CUST326,2,410.508,Ewallet,306,2,4,97.74
276-54-0879,CUST326,2,410.508,Ewallet,51,2,4,97.74
719-76-3868,CUST328,0,395.892,Cash,836,2,4,94.26
719-76-3868,CUST328,0,395.892,Cash,195,2,4,94.26
730-61-8757,CUST329,0,214.746,Credit card,219,2,4,51.13
730-61-8757,CUST329,0,214.746,Credit card,880,2,4,51.13
730-61-8757,CUST329,0,214.746,Credit card,698,2,4,51.13
340-66-0321,CUST330,0,152.712,Cash,802,2,4,36.36
340-66-0321,CUST330,0,152.712,Cash,570,2,4,36.36
340-66-0321,CUST330,0,152.712,Cash,428,2,4,36.36
889-04-9723,CUST356,0,374.388,Credit card,102,3,4,89.14
889-04-9723,CUST356,0,374.388,Credit card,892,3,4,89.14
889-04-9723,CUST356,0,374.388,Credit card,380,3,4,89.14
889-04-9723,CUST356,0,374.388,Credit card,171,3,4,89.14
272-27-9238,CUST365,0,173.208,Cash,555,3,4,41.24
834-25-9262,CUST366,0,343.056,Cash,999,3,4,81.68
834-25-9262,CUST366,0,343.056,Cash,661,3,4,81.68
468-88-0009,CUST368,0,276.948,Cash,173,3,4,65.94
468-88-0009,CUST368,0,276.948,Cash,440,3,4,65.94
468-88-0009,CUST368,0,276.948,Cash,10,3,4,65.94
468-88-0009,CUST368,0,276.948,Cash,111,3,4,65.94
468-88-0009,CUST368,0,276.948,Cash,239,3,4,65.94
468-88-0009,CUST368,0,276.948,Cash,632,3,4,65.94
595-86-2894,CUST379,0,407.316,Ewallet,597,3,4,96.98
595-86-2894,CUST379,0,407.316,Ewallet,731,3,4,96.98
595-86-2894,CUST379,0,407.316,Ewallet,820,3,4,96.98
595-86-2894,CUST379,0,407.316,Ewallet,783,3,4,96.98
182-69-8360,CUST380,5,99.33,Credit card,575,3,4,23.65
182-69-8360,CUST380,5,99.33,Credit card,535,3,4,23.65
289-15-7034,CUST381,0,345.786,Credit card,646,3,4,82.33
289-15-7034,CUST381,0,345.786,Credit card,406,3,4,82.33
289-15-7034,CUST381,0,345.786,Credit card,964,3,4,82.33
153-58-4872,CUST384,0,314.538,Ewallet,773,3,4,74.89
153-58-4872,CUST384,0,314.538,Ewallet,214,3,4,74.89
153-58-4872,CUST384,0,314.538,Ewallet,441,3,4,74.89
153-58-4872,CUST384,0,314.538,Ewallet,390,3,4,74.89
153-58-4872,CUST384,0,314.538,Ewallet,494,3,4,74.89
651-61-0874,CUST402,3,194.124,Credit card,929,3,4,46.22
651-61-0874,CUST402,3,194.124,Credit card,457,3,4,46.22
651-61-0874,CUST402,3,194.124,Credit card,452,3,4,46.22
882-40-4577,CUST406,1,282.492,Credit card,259,3,4,67.26
882-40-4577,CUST406,1,282.492,Credit card,34,3,4,67.26
882-40-4577,CUST406,1,282.492,Credit card,370,3,4,67.26
725-32-9708,CUST408,0,288.582,Cash,3,3,4,68.71
725-32-9708,CUST408,0,288.582,Cash,156,3,4,68.71
725-32-9708,CUST408,0,288.582,Cash,637,3,4,68.71
725-32-9708,CUST408,0,288.582,Cash,700,3,4,68.71
725-32-9708,CUST408,0,288.582,Cash,730,3,4,68.71
256-08-8343,CUST409,0,237.426,Ewallet,500,3,4,56.53
256-08-8343,CUST409,0,237.426,Ewallet,356,3,4,56.53
256-08-8343,CUST409,0,237.426,Ewallet,92,3,4,56.53
256-08-8343,CUST409,0,237.426,Ewallet,437,3,4,56.53
256-08-8343,CUST409,0,237.426,Ewallet,737,3,4,56.53
750-57-9686,CUST417,0,190.596,Credit card,830,3,4,45.38
750-57-9686,CUST417,0,190.596,Credit card,980,3,4,45.38
750-57-9686,CUST417,0,190.596,Credit card,833,3,4,45.38
750-57-9686,CUST417,0,190.596,Credit card,695,3,4,45.38
750-57-9686,CUST417,0,190.596,Credit card,924,3,4,45.38
257-73-1380,CUST437,3,348.306,Ewallet,517,3,4,82.93
257-73-1380,CUST437,3,348.306,Ewallet,923,3,4,82.93
257-73-1380,CUST437,3,348.306,Ewallet,658,3,4,82.93
549-96-4200,CUST439,0,71.568,Ewallet,881,3,4,17.04
549-96-4200,CUST439,0,71.568,Ewallet,529,3,4,17.04
549-96-4200,CUST439,0,71.568,Ewallet,947,3,4,17.04
549-96-4200,CUST439,0,71.568,Ewallet,596,3,4,17.04
549-96-4200,CUST439,0,71.568,Ewallet,760,3,4,17.04
187-83-5490,CUST455,0,87.234,Cash,382,3,4,20.77
187-83-5490,CUST455,0,87.234,Cash,810,3,4,20.77
187-83-5490,CUST455,0,87.234,Cash,464,3,4,20.77
187-83-5490,CUST455,0,87.234,Cash,598,3,4,20.77
326-71-2155,CUST463,0,310.59,Cash,124,3,4,73.95
326-71-2155,CUST463,0,310.59,Cash,770,3,4,73.95
326-71-2155,CUST463,0,310.59,Cash,45,3,4,73.95
340-21-9136,CUST472,0,168.21,Cash,236,3,4,40.05
340-21-9136,CUST472,0,168.21,Cash,359,3,4,40.05
340-21-9136,CUST472,0,168.21,Cash,376,3,4,40.05
340-21-9136,CUST472,0,168.21,Cash,749,3,4,40.05
598-47-9715,CUST478,3,353.094,Ewallet,103,3,4,84.07
598-47-9715,CUST478,3,353.094,Ewallet,247,3,4,84.07
598-47-9715,CUST478,3,353.094,Ewallet,752,3,4,84.07
598-47-9715,CUST478,3,353.094,Ewallet,224,3,4,84.07
438-01-4015,CUST486,0,207.858,Ewallet,88,3,4,49.49
438-01-4015,CUST486,0,207.858,Ewallet,879,3,4,49.49
438-01-4015,CUST486,0,207.858,Ewallet,305,3,4,49.49
438-01-4015,CUST486,0,207.858,Ewallet,113,3,4,49.49
438-01-4015,CUST486,0,207.858,Ewallet,229,3,4,49.49
438-01-4015,CUST486,0,207.858,Ewallet,784,3,4,49.49
795-49-7276,CUST488,0,156.03,Ewallet,855,3,4,37.15
795-49-7276,CUST488,0,156.03,Ewallet,567,3,4,37.15
286-62-6248,CUST527,0,164.682,Credit card,689,4,4,39.21
286-62-6248,CUST527,0,164.682,Credit card,725,4,4,39.21
308-81-0538,CUST539,0,306.81,Credit card,884,4,4,73.05
308-81-0538,CUST539,0,306.81,Credit card,311,4,4,73.05
308-81-0538,CUST539,0,306.81,Credit card,954,4,4,73.05
308-81-0538,CUST539,0,306.81,Credit card,97,4,4,73.05
308-81-0538,CUST539,0,306.81,Credit card,297,4,4,73.05
308-81-0538,CUST539,0,306.81,Credit card,673,4,4,73.05
308-81-0538,CUST539,0,306.81,Credit card,2,4,4,73.05
173-50-1108,CUST543,0,84.756,Credit card,991,4,4,20.18
173-50-1108,CUST543,0,84.756,Credit card,201,4,4,20.18
173-50-1108,CUST543,0,84.756,Credit card,203,4,4,20.18
701-23-5550,CUST546,0,163.002,Ewallet,856,4,4,38.81
701-23-5550,CUST546,0,163.002,Ewallet,215,4,4,38.81
458-61-0011,CUST577,2,253.26,Cash,329,4,4,60.3
458-61-0011,CUST577,2,253.26,Cash,67,4,4,60.3
458-61-0011,CUST577,2,253.26,Cash,91,4,4,60.3
592-34-6155,CUST578,0,133.434,Ewallet,715,4,4,31.77
