Sale_details_ID,Sale_ID,Product_line_id,Quantity,Unit_price,Tax 5%
656,169-52-4504,4,3,15.69,2.3535
657,250-81-7186,4,1,99.69,4.9845
658,562-12-5430,4,3,88.15,13.2225
659,816-72-8853,4,5,27.93,6.9825
660,491-38-3499,4,1,55.45,2.7725
661,322-02-2271,4,3,42.97,6.4455
662,842-29-4695,4,7,17.14,5.999
663,725-67-2480,4,6,58.75,17.625
664,641-51-2661,4,10,87.1,43.55
665,714-02-3114,4,2,98.8,9.88
666,518-17-2983,4,4,48.63,9.726
667,779-42-2410,4,3,57.74,8.661
668,190-14-3147,4,4,17.97,3.594
669,408-66-6712,4,6,47.71,14.313
670,679-22-6530,4,2,40.62,4.062
671,588-47-8641,4,10,56.04,28.02
672,642-61-4706,4,2,93.4,9.34
673,576-31-4774,4,3,73.41,11.0115
674,556-41-6224,5,8,33.64,13.456
675,811-03-8790,5,10,45.48,22.74
676,242-11-3142,5,2,83.77,8.377
677,752-23-3760,5,7,64.08,22.428
678,274-05-5470,5,4,73.47,14.694
679,648-94-3045,5,10,58.95,29.475
680,130-67-4723,5,6,48.5,14.55
681,528-87-5606,5,1,39.48,1.974
682,320-85-2052,5,1,34.81,1.7405
683,370-96-0655,5,6,49.32,14.796
684,105-10-6182,5,2,21.48,2.148
685,510-79-0415,5,6,23.08,6.924
686,241-96-5076,5,2,49.1,4.91
687,767-97-4650,5,2,64.83,6.483
688,648-83-1321,5,10,63.56,31.78
689,173-57-2300,5,2,72.88,7.288
690,305-03-2383,5,3,67.1,10.065
691,394-55-6384,5,9,70.19,31.5855
692,266-20-6657,5,7,55.04,19.264
693,689-05-1884,5,10,48.63,24.315
694,196-01-2849,5,7,73.38,25.683
695,372-62-5264,5,9,52.6,23.67
696,800-09-8606,5,5,87.37,21.8425
697,182-52-7000,5,4,27.04,5.408
698,826-58-8051,5,4,62.19,12.438
699,868-06-0466,5,9,69.58,31.311
700,751-41-9720,5,10,97.5,48.75
701,626-43-7888,5,8,60.41,24.164
702,176-64-7711,5,3,32.32,4.848
703,191-29-0321,5,10,19.77,9.885
704,729-06-2010,5,9,80.47,36.2115
705,640-48-5028,5,9,88.39,39.7755
706,186-79-9562,5,7,71.77,25.1195
707,834-45-5519,5,4,43,8.6
708,162-65-8559,5,1,68.98,3.449
709,760-27-5490,5,8,15.62,6.248
710,445-30-9252,5,3,25.7,3.855
711,786-94-2700,5,6,80.62,24.186
712,728-88-7867,5,4,75.53,15.106
713,183-21-3799,5,9,77.63,34.9335
714,268-20-3585,5,9,13.85,6.2325
715,735-32-9839,5,8,98.7,39.48
716,258-92-7466,5,5,35.68,8.92
717,857-16-3520,5,7,71.46,25.011
718,482-17-1179,5,3,11.94,1.791
719,788-21-5741,5,3,45.38,6.807
720,821-14-9046,5,6,17.48,5.244
721,418-05-0656,5,7,25.56,8.946
722,678-79-0726,5,9,90.63,40.7835
723,776-68-1096,5,3,44.12,6.618
724,592-46-1692,5,7,36.77,12.8695
725,434-35-9162,5,4,23.34,4.668
726,149-14-0304,5,8,28.5,11.4
727,442-44-6497,5,3,55.57,8.3355
728,174-64-0215,5,10,69.74,34.87
729,210-74-9613,5,4,97.26,19.452
730,299-29-0180,5,7,52.18,18.263
731,247-11-2470,5,4,22.32,4.464
732,635-28-5728,5,3,56,8.4
733,756-49-0168,5,1,19.7,0.985
734,438-23-1242,5,7,75.88,26.558
735,238-45-6950,5,1,53.72,2.686
736,607-65-2441,5,10,81.95,40.975
737,386-27-7606,5,7,81.2,28.42
738,137-63-5492,5,10,58.76,29.38
739,197-77-7132,5,8,91.56,36.624
740,805-86-0265,5,9,93.96,42.282
741,733-29-1227,5,7,55.61,19.4635
742,451-73-2711,5,1,84.83,4.2415
743,373-14-0504,5,2,71.63,7.163
744,546-80-2899,5,2,37.69,3.769
745,345-68-9016,5,8,31.67,12.668
746,390-17-5806,5,1,38.42,1.921
747,457-13-1708,5,10,65.23,32.615
748,664-14-2882,5,5,10.53,2.6325
749,487-79-6868,5,9,12.29,5.5305
750,314-23-4520,5,7,81.23,28.4305
751,210-30-7976,5,4,22.32,4.464
752,585-86-8361,5,5,27.28,6.82
753,807-14-7833,5,10,17.42,8.71
754,775-72-1988,5,5,73.28,18.32
755,288-38-3758,5,3,84.87,12.7305
756,652-43-6591,5,8,97.29,38.916
757,785-96-0615,5,8,35.74,14.296
758,406-46-7107,5,6,96.52,28.956
759,250-17-5703,5,10,18.85,9.425
760,156-95-3964,5,4,55.39,11.078
761,842-40-8179,5,10,77.2,38.6
762,525-09-8450,5,10,72.13,36.065
763,410-67-1709,5,8,63.88,25.552
764,587-73-4862,5,5,10.69,2.6725
765,787-87-2010,5,4,55.5,11.1
766,593-14-4239,5,8,95.46,38.184
767,801-88-0346,5,3,76.06,11.409
768,388-76-2555,5,6,13.69,4.107
769,711-31-1234,5,4,95.64,19.128
770,886-54-6089,5,6,11.43,3.429
771,707-32-7409,5,4,95.54,19.108
772,759-98-4285,5,7,85.87,30.0545
773,201-63-8275,5,7,67.99,23.7965
774,471-06-8611,5,1,52.42,2.621
775,200-16-5952,5,2,65.65,6.565
776,120-54-2248,5,5,28.86,7.215
777,102-77-2261,5,7,65.31,22.8585
778,875-31-8302,5,1,93.38,4.669
779,102-06-2002,5,5,25.25,6.3125
780,457-94-0464,5,9,87.87,39.5415
781,629-42-4133,5,8,21.8,8.72
782,534-53-3526,5,4,94.76,18.952
783,307-04-2070,5,1,30.62,1.531
784,468-99-7231,5,8,44.01,17.604
785,516-77-6464,5,5,10.16,2.54
786,404-91-5964,5,7,74.58,26.103
787,886-77-9084,5,8,71.89,28.756
788,790-38-4466,5,5,10.99,2.7475
789,704-10-4056,5,3,60.47,9.0705
790,497-37-6538,5,7,58.91,20.6185
791,651-96-5970,5,1,46.41,2.3205
792,400-80-4065,5,4,68.55,13.71
793,744-16-7898,5,10,97.37,48.685
794,263-12-5321,5,7,92.6,32.41
795,702-72-0487,5,2,46.61,4.661
796,605-83-1050,5,2,27.18,2.718
797,443-60-9639,5,1,60.87,3.0435
798,864-24-7918,5,10,24.49,12.245
799,359-94-5395,5,1,92.78,4.639
800,401-09-4232,5,5,86.69,21.6725
801,751-15-6198,5,6,23.01,6.903
802,324-41-6833,5,8,30.2,12.08
803,474-33-8305,5,7,67.39,23.5865
804,759-29-9521,5,9,48.96,22.032
805,831-81-6575,5,9,75.59,34.0155
806,220-68-6701,5,4,77.47,15.494
807,618-34-8551,5,2,93.18,9.318
808,257-60-7754,5,4,50.23,10.046
809,559-61-5987,5,1,17.75,0.8875
810,189-55-2313,5,10,62.18,31.09
811,565-91-4567,5,8,10.75,4.3
812,380-60-5336,5,10,40.26,20.13
813,815-04-6282,5,5,64.97,16.2425
814,674-56-6360,5,1,95.15,4.7575
815,778-34-2523,5,8,48.62,19.448
816,499-27-7781,5,8,53.21,21.284
817,477-59-2456,5,7,45.44,15.904
818,832-51-6761,5,8,33.88,13.552
819,869-11-3082,5,4,96.16,19.232
820,190-59-3964,5,5,47.16,11.79
821,366-43-6862,5,4,52.89,10.578
822,186-43-8965,5,2,47.68,4.768
823,784-21-9238,5,1,10.17,0.5085
824,276-75-6884,5,3,68.71,10.3065
825,109-86-4363,5,7,60.08,21.028
826,569-76-2760,5,4,22.01,4.402
827,222-42-0244,5,9,72.11,32.4495
828,760-53-9233,5,3,41.28,6.192
829,538-22-0304,5,10,64.95,32.475
830,416-17-9926,5,10,74.22,37.11
831,237-44-6163,5,8,10.56,4.224
832,636-17-0325,5,4,62.57,12.514
833,343-75-9322,5,8,11.85,4.74
834,528-14-9470,4,1,91.3,4.565
835,427-45-9297,6,7,40.73,14.2555
836,807-34-3742,6,1,52.38,2.619
837,288-62-1085,6,5,38.54,9.635
838,670-71-7306,6,6,44.63,13.389
839,660-29-7083,6,10,55.87,27.935
840,271-77-8740,6,6,29.22,8.766
841,497-36-0989,6,3,51.94,7.791
842,291-59-1384,6,1,60.3,3.015
843,860-73-6466,6,2,39.47,3.947
844,549-23-9016,6,2,14.87,1.487
845,896-34-0956,6,1,21.32,1.066
846,804-38-3935,6,3,93.78,14.067
847,585-90-0249,6,1,73.26,3.663
848,862-29-5914,6,1,22.38,1.119
849,845-94-6841,6,9,72.88,32.796
850,125-45-2293,6,6,99.1,29.73
851,843-73-4724,6,1,74.1,3.705
852,409-33-9708,6,2,98.48,9.848
853,658-66-3967,6,7,53.19,18.6165
854,866-70-2814,6,10,52.79,26.395
855,160-22-2687,6,5,95.95,23.9875
856,895-03-6665,6,9,36.51,16.4295
857,770-42-8960,6,8,21.12,8.448
858,748-45-2862,6,4,28.31,5.662
859,234-36-2483,6,6,57.59,17.277
860,316-66-3011,6,9,47.63,21.4335
861,848-95-6252,6,1,86.27,4.3135
862,840-76-5966,6,2,12.76,1.276
863,152-03-4217,6,9,11.28,5.076
864,533-66-5566,6,7,51.07,17.8745
865,124-31-1458,6,3,79.59,11.9385
866,176-78-1170,6,3,33.81,5.0715
867,361-59-0574,6,8,90.53,36.212
868,101-81-4070,6,2,62.82,6.282
869,631-34-1880,6,3,24.31,3.6465
870,852-82-2749,6,4,64.59,12.918
871,873-14-6353,6,7,24.82,8.687
872,584-66-4073,6,1,56.5,2.825
873,544-55-9589,6,10,21.43,10.715
874,166-19-2553,6,6,89.06,26.718
875,737-88-5876,6,4,23.29,4.658
876,154-87-7367,6,8,65.26,26.104
877,885-56-0389,6,1,52.35,2.6175
878,608-05-3804,6,1,39.75,1.9875
879,448-61-3783,6,8,90.02,36.008
880,761-49-0439,6,8,12.1,4.84
881,490-95-0021,6,10,33.21,16.605
882,115-38-7388,6,8,10.18,4.072
883,311-13-6971,6,10,31.99,15.995
884,291-55-6563,6,6,34.42,10.326
885,548-48-3156,6,2,83.34,8.334
886,460-93-5834,6,7,45.58,15.953
887,325-89-4209,6,1,87.9,4.395
888,884-80-6021,6,10,73.47,36.735
889,137-74-8729,6,8,12.19,4.876
890,880-46-5796,6,10,76.92,38.46
891,389-70-2397,6,5,83.66,20.915
892,114-35-5271,6,8,57.91,23.164
893,607-76-6216,6,5,92.49,23.1225
894,715-20-1673,6,5,28.38,7.095
895,811-35-1094,6,6,50.45,15.135
896,699-88-1972,6,8,99.16,39.664
897,781-84-8059,6,7,60.74,21.259
898,409-49-6995,6,6,47.27,14.181
899,725-54-0677,6,7,85.6,29.96
900,146-09-5432,6,9,35.04,15.768
901,377-79-7592,6,9,44.84,20.178
902,509-10-0516,6,4,45.97,9.194
903,595-94-9924,6,5,27.73,6.9325
904,865-41-9075,6,7,11.53,4.0355
905,545-07-8534,6,2,58.32,5.832
906,118-62-1812,6,4,78.38,15.676
907,450-42-3339,6,10,84.61,42.305
908,851-98-3555,6,5,82.88,20.72
909,186-71-5196,6,2,79.54,7.954
910,624-01-8356,6,10,49.01,24.505
911,313-66-9943,6,3,29.15,4.3725
912,151-27-8496,6,4,56.13,11.226
913,453-33-6436,6,8,93.12,37.248
914,522-57-8364,6,8,51.34,20.536
915,459-45-2396,6,3,99.6,14.94
916,717-96-4189,6,6,35.49,10.647
917,722-13-2115,6,1,42.85,2.1425
918,749-81-8133,6,4,94.67,18.934
919,777-67-2495,6,3,68.97,10.3455
920,636-98-3364,6,3,26.26,3.939
921,246-55-6923,6,9,35.79,16.1055
922,181-82-6255,6,6,16.37,4.911
923,838-02-1821,6,2,12.73,1.273
924,887-42-0517,6,7,83.14,29.099
925,457-12-0244,6,6,35.22,10.566
926,226-34-0034,6,4,13.78,2.756
927,321-49-7382,6,1,88.31,4.4155
928,397-25-8725,6,9,39.62,17.829
929,431-66-2305,6,9,88.25,39.7125
930,825-94-5922,6,2,25.31,2.531
931,641-62-7288,6,6,99.92,29.976
932,756-93-1854,6,2,83.35,8.335
933,243-55-8457,6,10,74.44,37.22
934,458-10-8612,6,7,64.08,22.428
935,501-61-1753,6,6,63.15,18.945
936,235-06-8510,6,3,85.72,12.858
937,433-08-7822,6,7,78.89,27.6115
938,361-85-2571,6,5,89.48,22.37
939,131-70-8179,6,3,92.09,13.8135
940,500-02-2261,6,6,57.29,17.187
941,720-72-2436,6,4,66.52,13.304
942,702-83-5291,6,9,99.82,44.919
943,809-69-9497,6,10,45.68,22.84
944,449-16-6770,6,5,50.79,12.6975
945,333-23-2632,6,7,10.08,3.528
946,489-82-1237,6,7,93.88,32.858
947,859-97-6048,6,2,84.25,8.425
948,676-10-2200,6,1,53.78,2.689
949,373-88-1424,6,5,35.81,8.9525
950,365-16-4334,6,8,26.43,10.572
951,503-21-4385,6,3,39.91,5.9865
952,305-89-2768,6,3,21.9,3.285
953,574-80-1489,6,4,62.85,12.57
954,784-08-0310,6,4,21.04,4.208
955,200-40-6154,6,6,65.91,19.773
956,846-10-0341,6,7,42.57,14.8995
957,577-34-7579,6,9,50.49,22.7205
958,430-02-3888,6,6,46.02,13.806
959,867-47-1948,6,10,15.8,7.9
960,384-59-6655,6,9,98.66,44.397
961,256-58-3609,6,1,91.98,4.599
962,324-92-3863,6,2,20.89,2.089
963,593-08-5916,6,1,15.5,0.775
964,364-34-2972,6,3,96.82,14.523
965,794-42-3736,6,2,33.33,3.333
966,172-42-8274,6,2,38.27,3.827
967,558-60-5016,6,9,33.3,14.985
968,195-06-0432,6,3,81.01,12.1515
969,605-03-2706,6,3,15.8,2.37
970,214-30-2776,6,5,34.49,8.6225
971,746-04-1077,6,10,84.63,42.315
972,448-34-8700,6,7,36.91,12.9185
973,452-04-8808,6,7,87.08,30.478
974,531-56-4728,6,3,80.08,12.012
975,744-82-9138,6,2,86.13,8.613
976,883-69-1285,6,2,49.92,4.992
977,221-25-5073,6,4,74.66,14.932
978,518-71-6847,6,6,26.6,7.98
979,156-20-0370,6,1,25.45,1.2725
980,151-33-7434,6,1,67.77,3.3885
981,728-47-9078,6,4,59.59,11.918
982,809-46-1866,6,4,58.15,11.63
983,139-32-4183,6,9,97.48,43.866
984,148-41-7930,6,7,99.96,34.986
985,189-40-5216,6,7,96.37,33.7295
986,374-38-5555,6,5,63.71,15.9275
987,764-44-8999,6,2,14.76,1.476
988,552-44-5977,6,8,62,24.8
989,267-62-7380,6,10,82.34,41.17
990,430-53-4718,6,8,75.37,30.148
991,886-18-2897,6,5,56.56,14.14
992,602-16-6955,6,10,76.6,38.3
993,745-74-0715,6,2,58.03,5.803
994,690-01-6631,6,10,17.49,8.745
995,652-49-6720,6,1,60.95,3.0475
996,233-67-5758,6,1,40.35,2.0175
997,303-96-2227,6,10,97.38,48.69
998,727-02-1313,6,1,31.84,1.592
999,347-56-2442,6,1,65.82,3.291
1000,849-09-3807,6,7,88.34,30.919
