Sale_ID,Date,Customer_ID,Total,Payment,Promotion_ID
761-49-0439,2019-04-10,CUST880,101.64,Ewallet,0
347-34-2234,2019-12-22,CUST063,520.4115,Ewallet,5
845-51-0542,2019-04-11,CUST251,439.8975,Ewallet,0
266-76-6436,2019-12-23,CUST421,121.59,Ewallet,5
423-57-2993,2019-12-24,CUST160,588.357,Ewallet,5
209-61-0206,2019-12-24,CUST512,225.2775,Ewallet,5
824-88-3614,2019-04-13,CUST184,288.204,Ewallet,0
305-14-0245,2019-04-13,CUST187,793.716,Ewallet,0
268-20-3585,2019-04-13,CUST714,130.8825,Ewallet,0
197-77-7132,2019-04-13,CUST739,769.104,Ewallet,0
888-02-0338,2019-12-25,CUST211,247.8735,Ewallet,5
574-80-1489,2019-12-25,CUST953,263.97,Ewallet,5
410-67-1709,2019-12-25,CUST763,536.592,Ewallet,5
325-77-6186,2019-04-15,CUST430,951.825,Ewallet,0
479-26-8945,2019-04-15,CUST111,34.629,Ewallet,0
831-64-0259,2019-04-15,CUST404,208.6875,Ewallet,0
616-24-2851,2019-04-16,CUST053,75.054,Ewallet,0
268-03-6164,2019-04-16,CUST416,100.9155,Ewallet,0
727-17-0390,2019-04-18,CUST453,333.9525,Ewallet,0
155-45-3814,2019-12-30,CUST642,743.82,Ewallet,5
695-09-5146,2019-12-30,CUST641,311.1885,Ewallet,5
834-45-5519,2019-12-30,CUST707,180.6,Ewallet,5
324-41-6833,2019-12-30,CUST802,253.68,Ewallet,5
563-36-9814,2019-12-31,CUST393,80.661,Ewallet,5
210-74-9613,2019-04-20,CUST729,408.492,Ewallet,0
892-05-6689,2020-01-01,CUST535,148.68,Ewallet,0
503-21-4385,2020-01-01,CUST951,125.7165,Ewallet,0
287-21-9091,2019-04-21,CUST075,705.6315,Ewallet,0
146-09-5432,2019-04-21,CUST900,331.128,Ewallet,0
558-80-4082,2020-01-02,CUST292,204.6975,Ewallet,0
851-28-6367,2020-01-03,CUST183,162.75,Ewallet,0
123-35-4896,2019-04-23,CUST598,440.937,Ewallet,0
720-72-2436,2020-01-04,CUST941,279.384,Ewallet,0
593-14-4239,2019-04-24,CUST766,801.864,Ewallet,0
744-02-5987,2019-04-24,CUST298,493.794,Ewallet,0
751-69-0068,2020-01-05,CUST436,937.818,Ewallet,0
731-14-2199,2019-04-25,CUST270,373.17,Ewallet,0
605-83-1050,2020-01-06,CUST796,57.078,Ewallet,0
451-73-2711,2019-04-26,CUST742,89.0715,Ewallet,0
423-80-0988,2020-01-07,CUST164,160.44,Ewallet,0
760-27-5490,2019-04-27,CUST709,131.208,Ewallet,0
662-72-2873,2019-04-27,CUST385,214.935,Ewallet,0
366-43-6862,2019-04-29,CUST821,222.138,Ewallet,0
898-04-2717,2020-01-11,CUST337,721.98,Ewallet,0
575-30-8091,2020-01-12,CUST140,609.0,Ewallet,0
501-61-1753,2019-05-02,CUST935,397.845,Ewallet,0
767-05-1286,2020-01-13,CUST471,527.751,Ewallet,0
460-35-4390,2020-01-13,CUST541,96.642,Ewallet,0
549-96-4200,2020-01-13,CUST439,71.568,Ewallet,0
726-27-2396,2019-05-03,CUST396,406.875,Ewallet,0
154-87-7367,2019-05-03,CUST876,548.184,Ewallet,0
182-52-7000,2019-05-03,CUST697,113.568,Ewallet,0
510-95-6347,2020-01-14,CUST073,152.838,Ewallet,0
643-38-7867,2020-01-14,CUST538,102.837,Ewallet,0
139-32-4183,2019-05-04,CUST983,921.186,Ewallet,0
534-53-3526,2020-01-15,CUST782,397.992,Ewallet,0
707-32-7409,2019-05-05,CUST771,401.268,Ewallet,0
721-86-6247,2019-05-05,CUST230,532.728,Ewallet,0
300-71-4605,2020-01-17,CUST021,451.71,Ewallet,0
549-59-1358,2020-01-18,CUST025,279.1845,Ewallet,0
642-30-6693,2020-01-18,CUST604,343.413,Ewallet,0
546-80-2899,2020-01-18,CUST744,79.149,Ewallet,0
500-02-2261,2020-01-19,CUST940,360.927,Ewallet,0
594-34-4444,2019-05-10,CUST096,102.018,Ewallet,0
574-57-9721,2020-01-21,CUST432,90.867,Ewallet,0
243-55-8457,2020-01-21,CUST933,781.62,Ewallet,0
157-13-5295,2019-05-11,CUST235,545.37,Ewallet,0
726-29-6793,2019-05-12,CUST506,203.112,Ewallet,0
242-55-6721,2020-01-23,CUST055,33.936,Ewallet,0
376-56-3573,2019-05-15,CUST278,400.764,Ewallet,0
857-16-3520,2020-01-26,CUST717,525.231,Ewallet,0
583-72-1480,2019-05-16,CUST228,155.652,Ewallet,0
760-90-2357,2019-05-16,CUST564,469.413,Ewallet,0
886-77-9084,2020-01-27,CUST787,603.876,Ewallet,0
735-32-9839,2020-01-28,CUST715,829.08,Ewallet,0
518-71-6847,2020-01-28,CUST978,167.58,Ewallet,0
407-63-8975,2020-01-28,CUST179,465.444,Ewallet,0
373-09-4567,2019-05-18,CUST603,814.38,Ewallet,0
857-67-9057,2020-01-29,CUST533,240.975,Ewallet,0
483-71-1164,2019-05-20,CUST135,512.19,Ewallet,0
574-22-5561,2019-05-20,CUST050,867.615,Ewallet,0
545-07-8534,2019-05-20,CUST905,122.472,Ewallet,0
745-74-0715,2020-01-31,CUST993,121.863,Ewallet,0
365-16-4334,2020-02-01,CUST950,222.012,Ewallet,0
635-40-6220,2019-05-23,CUST058,752.64,Ewallet,0
764-44-8999,2019-05-24,CUST987,30.996,Ewallet,0
472-15-9636,2019-05-25,CUST415,427.812,Ewallet,0
635-28-5728,2020-02-05,CUST732,176.4,Ewallet,0
401-09-4232,2019-05-26,CUST800,455.1225,Ewallet,0
288-62-1085,2019-05-26,CUST837,202.335,Ewallet,0
565-91-4567,2019-05-26,CUST811,90.3,Ewallet,0
358-88-9262,2019-05-27,CUST540,551.124,Ewallet,0
573-98-8548,2019-05-27,CUST502,33.495,Ewallet,0
884-80-6021,2019-05-29,CUST888,771.435,Ewallet,0
186-71-5196,2019-05-29,CUST909,167.034,Ewallet,0
409-33-9708,2020-02-09,CUST852,206.808,Ewallet,0
549-03-9315,2020-02-09,CUST219,796.908,Ewallet,0
448-34-8700,2019-05-30,CUST972,271.2885,Ewallet,0
751-15-6198,2019-05-30,CUST801,144.963,Ewallet,0
696-90-2548,2019-05-31,CUST414,81.396,Ewallet,0
453-63-6187,2019-06-02,CUST359,86.625,Ewallet,2
192-98-7397,2019-06-03,CUST444,13.419,Ewallet,2
821-07-3596,2019-06-05,CUST262,69.09,Ewallet,2
685-64-1609,2019-06-07,CUST147,316.47,Ewallet,2
457-12-0244,2019-06-07,CUST925,221.886,Ewallet,2
433-75-6987,2019-06-08,CUST342,411.3795,Ewallet,2
667-92-0055,2020-02-19,CUST284,628.929,Ewallet,0
836-82-5858,2019-06-09,CUST227,655.5465,Ewallet,2
351-62-0822,2019-06-09,CUST011,60.816,Ewallet,2
434-35-9162,2019-06-10,CUST725,98.028,Ewallet,2
378-24-2715,2019-06-10,CUST120,112.224,Ewallet,2
585-03-5943,2020-02-21,CUST295,190.155,Ewallet,0
315-22-5665,2020-02-22,CUST008,772.38,Ewallet,0
151-27-8496,2019-06-12,CUST912,235.746,Ewallet,2
865-92-6136,2020-02-23,CUST099,166.1625,Ewallet,0
267-62-7380,2019-06-17,CUST989,864.57,Ewallet,2
686-41-0932,2019-06-18,CUST491,72.87,Ewallet,2
137-74-8729,2019-06-18,CUST889,102.396,Ewallet,2
569-71-4390,2019-06-20,CUST412,45.927,Ewallet,2
665-63-9737,2019-06-21,CUST640,165.123,Ewallet,2
788-07-8452,2019-06-21,CUST592,178.164,Ewallet,2
365-64-0515,2019-06-21,CUST013,246.4875,Ewallet,2
276-54-0879,2019-06-21,CUST326,410.508,Ewallet,2
373-88-1424,2019-06-21,CUST949,188.0025,Ewallet,2
719-89-8991,2019-06-22,CUST526,479.9025,Ewallet,2
288-38-3758,2019-06-24,CUST755,267.3405,Ewallet,2
885-17-6250,2019-06-26,CUST395,83.727,Ewallet,2
807-14-7833,2019-06-26,CUST753,182.91,Ewallet,2
676-10-2200,2019-06-26,CUST948,56.469,Ewallet,2
573-58-9734,2019-06-28,CUST209,95.6655,Ewallet,2
238-45-6950,2019-06-28,CUST735,56.406,Ewallet,2
371-85-5789,2019-06-28,CUST022,277.137,Ewallet,2
374-38-5555,2019-06-28,CUST986,334.4775,Ewallet,2
355-53-5943,2019-06-29,CUST007,433.692,Ewallet,2
342-65-4817,2019-06-29,CUST180,273.42,Ewallet,2
201-63-8275,2019-06-30,CUST773,499.7265,Ewallet,2
727-46-3608,2019-06-30,CUST048,189.0945,Ewallet,2
636-98-3364,2019-07-01,CUST920,82.719,Ewallet,0
333-73-7901,2020-03-13,CUST039,461.328,Ewallet,0
457-94-0464,2019-07-03,CUST780,830.3715,Ewallet,0
156-95-3964,2020-03-19,CUST760,232.638,Ewallet,0
583-41-4548,2019-07-08,CUST536,122.5245,Ewallet,0
706-36-6154,2019-07-10,CUST646,182.952,Ewallet,0
829-49-1914,2019-07-13,CUST079,822.255,Ewallet,0
746-19-0921,2019-07-13,CUST469,22.659,Ewallet,0
273-84-2164,2019-07-15,CUST645,63.2625,Ewallet,0
816-57-2053,2019-07-16,CUST627,127.827,Ewallet,0
728-88-7867,2019-07-17,CUST712,317.226,Ewallet,0
471-41-2823,2019-07-18,CUST363,209.559,Ewallet,0
413-20-6708,2019-07-18,CUST516,54.0435,Ewallet,0
620-02-2046,2019-07-19,CUST503,145.74,Ewallet,0
303-96-2227,2019-07-19,CUST997,1022.49,Ewallet,0
408-26-9866,2019-07-19,CUST570,543.753,Ewallet,0
210-30-7976,2019-07-22,CUST751,93.744,Ewallet,0
443-59-0061,2019-07-24,CUST615,708.225,Ewallet,0
233-67-5758,2019-07-27,CUST996,42.3675,Ewallet,0
480-63-2856,2019-07-28,CUST083,161.7,Ewallet,0
655-07-2265,2019-07-30,CUST632,246.6765,Ewallet,0
477-24-6490,2019-07-31,CUST275,628.173,Ewallet,0
236-27-1144,2019-07-31,CUST534,154.1295,Ewallet,0
468-01-2051,2019-08-01,CUST222,456.288,Ewallet,3
400-60-7251,2019-08-01,CUST189,77.7735,Ewallet,3
218-59-9410,2019-08-01,CUST560,228.123,Ewallet,3
142-63-6033,2019-08-03,CUST213,484.89,Ewallet,3
318-12-0304,2019-08-03,CUST609,32.1405,Ewallet,3
437-58-8131,2019-08-03,CUST192,154.392,Ewallet,3
875-46-5808,2019-08-04,CUST204,271.95,Ewallet,3
474-33-8305,2019-08-05,CUST803,495.3165,Ewallet,3
587-03-7455,2019-08-06,CUST405,718.7565,Ewallet,3
626-43-7888,2019-08-06,CUST701,507.444,Ewallet,3
505-02-0892,2019-08-08,CUST166,357.588,Ewallet,3
528-14-9470,2019-08-09,CUST834,95.865,Ewallet,3
785-96-0615,2019-08-09,CUST757,300.216,Ewallet,3
743-04-1105,2019-08-11,CUST159,918.729,Ewallet,3
652-49-6720,2019-08-12,CUST995,63.9975,Ewallet,3
856-22-8149,2019-08-13,CUST198,26.5545,Ewallet,3
516-77-6464,2019-08-13,CUST785,53.34,Ewallet,3
190-14-3147,2019-08-13,CUST668,75.474,Ewallet,3
674-15-9296,2019-08-14,CUST483,194.985,Ewallet,3
109-28-2512,2019-08-16,CUST068,614.943,Ewallet,3
559-98-9873,2019-08-17,CUST607,394.3275,Ewallet,3
151-16-1484,2019-08-20,CUST259,135.45,Ewallet,3
129-29-8530,2019-08-21,CUST037,328.755,Ewallet,3
627-95-3243,2019-08-22,CUST490,734.076,Ewallet,3
648-94-3045,2019-08-22,CUST679,618.975,Ewallet,3
186-09-3669,2019-08-22,CUST418,85.5855,Ewallet,3
781-84-8059,2019-08-23,CUST897,446.439,Ewallet,3
549-84-7482,2019-08-24,CUST130,853.146,Ewallet,3
437-53-3084,2019-08-26,CUST495,209.769,Ewallet,3
518-17-2983,2019-08-26,CUST666,204.246,Ewallet,3
257-73-1380,2019-08-28,CUST437,348.306,Ewallet,3
291-55-6563,2019-08-30,CUST884,216.846,Ewallet,3
598-47-9715,2019-08-30,CUST478,353.094,Ewallet,3
522-57-8364,2019-08-31,CUST914,431.256,Ewallet,3
349-97-8902,2019-09-03,CUST610,121.569,Ewallet,0
592-34-6155,2019-09-05,CUST578,133.434,Ewallet,0
512-98-1403,2019-09-05,CUST309,83.412,Ewallet,0
794-32-2436,2019-09-05,CUST643,116.907,Ewallet,0
339-96-8318,2019-09-05,CUST576,597.6285,Ewallet,0
307-85-2293,2019-09-05,CUST158,263.97,Ewallet,0
766-85-7061,2019-09-06,CUST097,922.635,Ewallet,0
239-36-3640,2019-09-06,CUST221,285.705,Ewallet,0
827-26-2100,2019-09-09,CUST176,319.788,Ewallet,0
510-79-0415,2019-09-09,CUST685,145.404,Ewallet,0
459-50-7686,2019-09-15,CUST433,147.798,Ewallet,0
835-16-0096,2019-09-16,CUST335,77.175,Ewallet,0
438-01-4015,2019-09-17,CUST486,207.858,Ewallet,0
602-16-6955,2019-09-17,CUST992,804.3,Ewallet,0
263-87-5680,2019-09-20,CUST208,299.565,Ewallet,0
239-10-7476,2019-09-20,CUST145,491.085,Ewallet,0
153-58-4872,2019-09-22,CUST384,314.538,Ewallet,0
373-14-0504,2019-09-22,CUST743,150.423,Ewallet,0
636-48-8204,2019-09-23,CUST024,181.44,Ewallet,0
339-38-9982,2019-09-23,CUST528,125.706,Ewallet,0
873-51-0671,2019-09-26,CUST093,161.553,Ewallet,0
779-42-2410,2019-09-26,CUST667,181.881,Ewallet,0
701-69-8742,2019-09-28,CUST479,360.885,Ewallet,0
225-32-0908,2019-09-29,CUST092,471.03,Ewallet,0
256-08-8343,2019-09-29,CUST409,237.426,Ewallet,0
880-46-5796,2019-09-30,CUST890,807.66,Ewallet,0
641-62-7288,2019-10-03,CUST931,629.496,Ewallet,0
503-07-0930,2019-10-07,CUST515,429.1665,Credit card,0
195-06-0432,2019-10-07,CUST968,255.1815,Credit card,0
659-36-1684,2019-10-09,CUST122,419.832,Credit card,0
488-25-4221,2019-10-10,CUST144,31.9305,Credit card,0
211-30-9270,2019-10-10,CUST237,91.4025,Credit card,0
755-12-3214,2019-10-11,CUST238,232.155,Credit card,0
219-22-9386,2019-10-11,CUST123,944.622,Credit card,0
381-20-0914,2019-10-11,CUST078,189.0945,Credit card,0
188-55-0967,2019-10-12,CUST636,697.935,Credit card,0
199-75-8169,2019-10-12,CUST064,166.005,Credit card,0
609-81-8548,2019-10-12,CUST523,235.872,Credit card,0
374-17-3652,2019-10-15,CUST340,404.649,Credit card,0
545-46-3100,2019-10-15,CUST232,33.3585,Credit card,0
521-18-7827,2019-10-16,CUST518,206.7975,Credit card,0
101-17-6199,2019-10-16,CUST163,336.5565,Credit card,0
870-72-4431,2019-02-03,CUST081,624.897,Credit card,0
842-29-4695,2019-02-03,CUST662,125.979,Credit card,0
366-93-0948,2019-02-03,CUST257,69.6675,Credit card,0
189-08-9157,2019-02-04,CUST128,299.8485,Credit card,0
665-32-9167,2019-02-04,CUST009,76.146,Credit card,0
152-68-2907,2019-10-18,CUST597,164.43,Credit card,0
139-52-2867,2019-10-21,CUST178,165.4485,Credit card,0
308-39-1707,2019-10-21,CUST630,12.6945,Credit card,0
878-30-2331,2019-10-21,CUST466,572.775,Credit card,0
347-72-6115,2019-10-23,CUST511,666.939,Credit card,0
756-93-1854,2019-02-11,CUST932,175.035,Credit card,0
569-76-2760,2019-10-25,CUST826,92.442,Credit card,0
241-11-2261,2019-02-12,CUST569,586.971,Credit card,0
790-38-4466,2019-10-26,CUST788,57.6975,Credit card,0
262-47-2794,2019-10-26,CUST149,603.624,Credit card,0
442-44-6497,2019-02-13,CUST727,175.0455,Credit card,0
263-10-3913,2019-10-28,CUST077,463.428,Credit card,0
585-86-8361,2019-02-15,CUST752,143.22,Credit card,0
612-36-5536,2019-10-29,CUST361,680.064,Credit card,0
746-68-6593,2019-10-29,CUST226,183.036,Credit card,0
359-90-3665,2019-10-29,CUST584,75.936,Credit card,0
120-54-2248,2019-02-16,CUST776,151.515,Credit card,0
234-03-4040,2019-10-30,CUST462,767.025,Credit card,0
746-94-0204,2019-02-17,CUST153,786.618,Credit card,0
883-69-1285,2019-10-31,CUST976,104.832,Credit card,0
271-88-8734,2019-10-31,CUST423,1020.705,Credit card,0
152-03-4217,2019-10-31,CUST863,106.596,Credit card,0
151-33-7434,2019-02-18,CUST980,71.1585,Credit card,0
765-26-6951,2019-11-01,CUST018,457.443,Credit card,0
450-42-3339,2019-11-01,CUST907,888.405,Credit card,0
589-02-8023,2019-11-01,CUST633,175.917,Credit card,0
802-43-8934,2019-11-01,CUST216,19.194,Credit card,0
556-41-6224,2019-02-19,CUST674,282.576,Credit card,0
174-64-0215,2019-11-03,CUST728,732.27,Credit card,0
380-94-4661,2019-02-21,CUST260,276.948,Credit card,0
821-14-9046,2019-11-04,CUST720,110.124,Credit card,0
243-47-2663,2019-11-04,CUST544,118.251,Credit card,0
105-31-1824,2019-02-22,CUST170,510.972,Credit card,0
156-20-0370,2019-11-05,CUST979,26.7225,Credit card,0
631-34-1880,2019-11-07,CUST869,76.5765,Credit card,0
235-46-8343,2019-11-08,CUST447,290.43,Credit card,0
828-46-6863,2019-02-26,CUST619,620.739,Credit card,0
815-04-6282,2019-02-27,CUST813,341.0925,Credit card,0
138-17-5109,2019-11-10,CUST443,843.0345,Credit card,0
511-54-3087,2019-11-13,CUST505,92.8725,Credit card,0
834-83-1826,2019-11-13,CUST571,430.71,Credit card,0
702-72-0487,2019-11-14,CUST795,97.881,Credit card,0
687-47-8271,2019-03-04,CUST168,1039.29,Credit card,1
638-60-7125,2019-11-17,CUST121,836.304,Credit card,0
527-09-6272,2019-11-17,CUST336,149.3625,Credit card,0
308-81-0538,2019-11-17,CUST539,306.81,Credit card,0
704-10-4056,2019-11-17,CUST789,190.4805,Credit card,0
894-41-5205,2019-11-18,CUST161,362.712,Credit card,0
377-79-7592,2019-03-10,CUST901,423.738,Credit card,1
283-79-9594,2019-11-21,CUST289,356.5485,Credit card,0
210-67-5886,2019-11-22,CUST112,309.3615,Credit card,0
602-80-9671,2019-03-12,CUST510,100.485,Credit card,1
321-49-7382,2019-11-23,CUST927,92.7255,Credit card,0
600-38-9738,2019-03-13,CUST520,377.58,Credit card,1
380-60-5336,2019-03-13,CUST812,422.73,Credit card,1
882-40-4577,2019-03-13,CUST406,282.492,Credit card,1
656-95-9349,2019-11-24,CUST017,506.6355,Credit card,0
699-88-1972,2019-11-25,CUST896,832.944,Credit card,0
549-23-9016,2019-11-25,CUST844,31.227,Credit card,0
699-01-4164,2019-03-15,CUST199,174.3,Credit card,1
664-14-2882,2019-11-26,CUST748,55.2825,Credit card,0
263-12-5321,2019-11-26,CUST794,680.61,Credit card,0
296-11-7041,2019-03-17,CUST449,28.4235,Credit card,1
258-92-7466,2019-11-28,CUST716,187.32,Credit card,0
842-40-8179,2019-11-29,CUST761,810.6,Credit card,4
253-12-6086,2019-11-30,CUST266,723.24,Credit card,0
361-59-0574,2019-03-20,CUST867,760.452,Credit card,1
313-66-9943,2019-12-01,CUST911,91.8225,Credit card,0
442-48-3607,2019-12-01,CUST334,49.308,Credit card,0
485-30-8700,2019-03-22,CUST477,174.615,Credit card,1
458-41-1477,2019-12-03,CUST146,291.438,Credit card,0
400-45-1220,2019-12-03,CUST350,141.75,Credit card,0
852-62-7105,2019-12-05,CUST624,874.125,Credit card,0
277-63-2961,2019-03-25,CUST501,77.6685,Credit card,1
190-59-3964,2019-03-26,CUST820,247.59,Credit card,1
307-04-2070,2019-12-07,CUST783,32.151,Credit card,0
548-46-9322,2019-03-27,CUST165,418.95,Credit card,1
169-52-4504,2019-12-08,CUST656,49.4235,Credit card,0
421-95-9805,2019-12-09,CUST611,30.408,Credit card,0
139-20-0155,2019-12-09,CUST291,423.15,Credit card,0
250-81-7186,2019-03-30,CUST657,104.6745,Credit card,1
651-96-5970,2019-12-11,CUST791,48.7305,Credit card,0
760-53-9233,2019-03-31,CUST828,130.032,Credit card,1
750-57-9686,2019-12-12,CUST417,190.596,Credit card,0
493-65-6248,2019-12-14,CUST485,388.29,Credit card,0
448-61-3783,2019-12-14,CUST879,756.168,Credit card,0
355-34-6244,2019-12-16,CUST574,152.019,Credit card,5
470-32-9057,2019-12-16,CUST465,269.535,Credit card,5
811-35-1094,2019-12-16,CUST895,317.835,Credit card,5
544-32-5024,2019-12-17,CUST608,209.118,Credit card,5
817-69-8206,2019-04-07,CUST210,942.4485,Credit card,0
115-38-7388,2019-12-19,CUST882,85.512,Credit card,5
618-34-8551,2019-12-19,CUST807,195.678,Credit card,5
624-01-8356,2019-12-19,CUST910,514.605,Credit card,5
722-13-2115,2019-12-19,CUST917,44.9925,Credit card,5
662-47-5456,2019-12-19,CUST252,369.495,Credit card,5
810-60-6344,2019-12-19,CUST440,343.224,Credit card,5
787-87-2010,2019-12-22,CUST765,233.1,Credit card,5
225-98-1496,2019-04-11,CUST116,85.113,Credit card,0
670-71-7306,2019-12-24,CUST838,281.169,Credit card,5
186-43-8965,2019-12-24,CUST822,100.128,Credit card,5
732-94-0499,2019-12-24,CUST076,437.325,Credit card,5
831-07-6050,2019-04-13,CUST195,171.7275,Credit card,0
552-44-5977,2019-04-13,CUST988,520.8,Credit card,0
311-13-6971,2019-12-25,CUST883,335.895,Credit card,5
246-55-6923,2019-04-14,CUST921,338.2155,Credit card,0
633-44-8566,2019-04-14,CUST088,362.943,Credit card,0
182-69-8360,2019-12-26,CUST380,99.33,Credit card,5
284-54-4231,2019-04-15,CUST614,84.9765,Credit card,0
435-13-4908,2019-04-15,CUST532,728.112,Credit card,0
370-41-7321,2019-12-27,CUST047,535.7205,Credit card,5
607-76-6216,2019-12-27,CUST893,485.5725,Credit card,5
148-82-2527,2019-04-17,CUST494,127.26,Credit card,0
422-29-8786,2019-12-30,CUST375,352.2225,Credit card,5
440-59-5691,2019-04-20,CUST467,273.0525,Credit card,0
641-51-2661,2019-04-20,CUST664,914.55,Credit card,0
752-23-3760,2020-01-01,CUST677,470.988,Credit card,0
718-57-9773,2020-01-02,CUST567,517.965,Credit card,0
420-11-4919,2020-01-03,CUST200,374.7975,Credit card,0
336-78-2147,2020-01-03,CUST124,536.844,Credit card,0
431-66-2305,2019-04-23,CUST929,833.9625,Credit card,0
238-49-0436,2020-01-04,CUST150,272.664,Credit card,0
400-80-4065,2019-04-24,CUST792,287.91,Credit card,0
737-88-5876,2019-04-24,CUST875,97.818,Credit card,0
457-13-1708,2020-01-06,CUST747,684.915,Credit card,0
345-08-4992,2020-01-06,CUST438,214.137,Credit card,0
862-29-5914,2020-01-06,CUST848,23.499,Credit card,0
540-11-4336,2019-04-26,CUST241,235.683,Credit card,0
634-97-8956,2019-04-27,CUST332,103.635,Credit card,0
633-09-3463,2019-04-28,CUST339,150.0975,Credit card,0
241-96-5076,2019-04-29,CUST686,103.11,Credit card,0
173-50-1108,2019-04-29,CUST543,84.756,Credit card,0
871-79-8483,2020-01-10,CUST031,494.1825,Credit card,0
343-87-0864,2019-05-01,CUST542,79.674,Credit card,0
339-18-7061,2019-05-03,CUST583,195.258,Credit card,0
222-42-0244,2019-05-04,CUST827,681.4395,Credit card,0
359-94-5395,2020-01-15,CUST799,97.419,Credit card,0
650-98-6268,2020-01-16,CUST428,65.7405,Credit card,0
804-38-3935,2020-01-18,CUST846,295.407,Credit card,0
790-29-1172,2020-01-20,CUST220,180.621,Credit card,0
669-54-1719,2019-05-10,CUST049,119.259,Credit card,0
862-17-9201,2019-05-10,CUST508,529.515,Credit card,0
734-91-1155,2019-05-10,CUST521,143.9865,Credit card,0
386-27-7606,2019-05-11,CUST737,596.82,Credit card,0
860-73-6466,2019-05-12,CUST843,82.887,Credit card,0
405-31-3305,2019-05-13,CUST473,452.865,Credit card,0
608-96-3517,2019-05-14,CUST151,384.468,Credit card,0
596-42-3999,2020-01-25,CUST390,133.917,Credit card,0
881-41-7302,2020-01-25,CUST602,68.2395,Credit card,0
308-47-4913,2019-05-17,CUST394,548.73,Credit card,0
227-03-5010,2020-01-28,CUST026,441.756,Credit card,0
607-65-2441,2020-01-29,CUST736,860.475,Credit card,0
453-12-7053,2020-01-29,CUST448,144.081,Credit card,0
510-09-5628,2020-01-30,CUST492,206.43,Credit card,0
870-76-1733,2020-01-31,CUST313,74.7075,Credit card,0
449-16-6770,2020-01-31,CUST944,266.6475,Credit card,0
725-67-2480,2020-02-01,CUST663,370.125,Credit card,0
378-07-7001,2019-05-22,CUST341,151.4835,Credit card,0
838-02-1821,2020-02-02,CUST923,26.733,Credit card,0
175-54-2529,2020-02-02,CUST177,186.228,Credit card,0
289-15-7034,2019-05-23,CUST381,345.786,Credit card,0
470-31-3286,2019-05-23,CUST596,46.683,Credit card,0
189-17-4241,2020-02-04,CUST028,184.107,Credit card,0
142-72-4741,2020-02-04,CUST243,195.72,Credit card,0
286-62-6248,2019-05-25,CUST527,164.682,Credit card,0
393-65-2792,2019-05-26,CUST071,939.54,Credit card,0
247-11-2470,2019-05-26,CUST731,93.744,Credit card,0
284-34-9626,2020-02-09,CUST191,242.676,Credit card,0
523-38-0215,2019-05-30,CUST282,38.85,Credit card,0
883-17-4236,2020-02-11,CUST253,30.219,Credit card,0
394-43-4238,2019-06-01,CUST205,93.2925,Credit card,2
767-97-4650,2019-06-01,CUST687,136.143,Credit card,2
136-08-6195,2020-02-12,CUST281,587.664,Credit card,0
725-56-0833,2020-02-14,CUST388,339.36,Credit card,0
593-08-5916,2019-06-05,CUST963,16.275,Credit card,2
487-79-6868,2020-02-16,CUST749,116.1405,Credit card,0
127-47-6963,2020-02-17,CUST586,217.182,Credit card,0
345-68-9016,2019-06-08,CUST745,266.028,Credit card,2
799-71-1548,2019-06-10,CUST249,326.424,Credit card,2
698-98-5964,2019-06-10,CUST566,852.705,Credit card,2
746-54-5508,2019-06-11,CUST325,135.576,Credit card,2
860-79-0874,2019-06-11,CUST351,1042.65,Credit card,2
254-31-0042,2020-02-22,CUST370,203.175,Credit card,0
628-34-3388,2019-06-15,CUST107,172.494,Credit card,2
261-12-8671,2019-06-15,CUST372,128.016,Credit card,2
329-62-1586,2019-06-17,CUST019,172.2105,Credit card,2
550-84-8664,2019-06-19,CUST575,451.0275,Credit card,2
801-88-0346,2019-06-20,CUST767,239.589,Credit card,2
868-06-0466,2019-06-20,CUST699,657.531,Credit card,2
586-25-0848,2019-06-20,CUST185,90.699,Credit card,2
446-47-6729,2019-06-21,CUST301,209.622,Credit card,2
788-21-5741,2019-06-22,CUST719,142.947,Credit card,2
704-20-4138,2019-06-22,CUST319,218.0745,Credit card,2
286-75-7818,2019-06-23,CUST431,145.068,Credit card,2
785-13-7708,2019-06-24,CUST250,536.991,Credit card,2
568-90-5112,2020-03-06,CUST148,277.788,Credit card,0
776-68-1096,2020-03-08,CUST723,138.978,Credit card,0
237-01-6122,2019-06-27,CUST115,763.4655,Credit card,2
859-97-6048,2019-06-28,CUST947,176.925,Credit card,2
692-92-5582,2019-06-29,CUST010,172.746,Credit card,2
670-79-6321,2019-07-02,CUST623,695.2365,Credit card,0
886-18-2897,2020-03-16,CUST991,296.94,Credit card,0
595-11-5460,2019-07-05,CUST034,202.818,Credit card,0
595-94-9924,2020-03-17,CUST903,145.5825,Credit card,0
133-77-3154,2019-07-06,CUST655,252.756,Credit card,0
176-64-7711,2020-03-18,CUST702,101.808,Credit card,0
794-42-3736,2019-07-07,CUST965,69.993,Credit card,0
841-18-8232,2019-07-11,CUST545,74.76,Credit card,0
131-15-8856,2019-07-11,CUST644,609.168,Credit card,0
302-15-2162,2019-07-13,CUST591,293.139,Credit card,0
631-41-3108,2019-07-13,CUST003,340.5255,Credit card,0
471-06-8611,2019-07-14,CUST774,55.041,Credit card,0
828-61-5674,2019-07-14,CUST280,462.21,Credit card,0
